وَمن فَوق الاربعة إلى الْعشْرين قد يَصح وُقُوع الْعلم بخبرهم وَقد لَا يَقع الْعلم بخبرهم وَخبر الْعشْرين إذا كَانَ فيهم وَاحِد من أهل الْجنَّة,"Information, however, coming from any number over four up to twenty may be accepted, or may not. The attainment of knowledge, however, from this information is certain if one of the no twenty is a man of paradise."
يجب وُقُوع الْعلم مِنْهُ لَا محَالة وَاسْتدلَّ على أن الْعشْرين حجَّة بقول الله تَعَالَى {إِن يكن مِنْكُم عشرُون صَابِرُونَ يغلبوا مِائَتَيْنِ} وَقَالَ لم يبح لَهُم قِتَالهمْ الا وهم عَلَيْهِم حجَّة وَهَذَا يُوجب عَلَيْهِ أن يكون خبر الْوَاحِد حجَّة مُوجبَة للْعلم لِأَن الْوَاحِد في ذَلِك الْوَقْت كَانَ لَهُ قتال الْعشْرَة من الْمُشْركين فَيكون جَوَاز قِتَاله لَهُم دَلِيلا على كَونه حجَّة عَلَيْهِم,"This fact about the twenty witnesses he proved by the word of Allah: “Twenty of you who persevere will conquer two hundred idolaters"" (Surah 8, v. 66). To fight these two hundred idolaters, however, was not legal unless the twenty were evidence against them. Accordingly the information of one person must be sufficient for proof (that a thing is legal), because in this case one person had to fight ten unbelievers, and the fact that he was permitted to do this was a sign one was enough as evidence against them."
قَالَ عبد القاهر مَا أَرَادَ ابو الْهُذيْل بِاعْتِبَارِهِ عشْرين في الْحجَّة من جِهَة الْخَبَر إذا كَانَ فيهم وَاحِد من أهل الْجنَّة إِلَّا تَعْطِيل الاخبار الْوَارِدَة في الاحكام الشَّرْعِيَّة عَن فوائدها لأنه أَرَادَ بقوله يَنْبَغِي أن يكون فيهم وَاحِد من أهل الْجنَّة وَاحِد يكون على بدعته في الاعتزال وَالْقدر وفى فنَاء مقدورات الله عز وجل لأن من لم يقل بذلك لَا يكون عِنْده مُؤمنا وَلَا من أهل الْجنَّة وَلم يقل قبل أَبى الْهُذيْل أحد على بِدعَة أَبى الْهُذيْل حَتَّى تكون رِوَايَته في جملَة الْعشْرين على شَرطه,"‘Abd-al-Kahir says: what abu-al-Hudhail meant by his statement that twenty were necessary for establishing evidence, if one of them was a person from paradise, is intended for the abolition of the use of the information in the legal canons; because he meant that there should necessarily be among them one of the people of paradise who would be, according to his heresy, a Mu'tazilah and a Kadarite, and therefore agree with him in his heresy about fate and the cessation of the power of Allah to preordain. He who does not hold this is not, from his point of view, a believer nor of the people of paradise. No one before abu-al-Hudhail held a heresy similar to his heretical view with regard to the necessity of having twenty witnesses."
الفضيحة السَّابِعَة انه فرق بَين أفعال الْقُلُوب وأفعال الْجَوَارِح فَقَالَ لَا يجوز وجود أفعال الْقُلُوب من الْفَاعِل مَعَ قدرته عَلَيْهِ وَلَا مَعَ مَوته وَأَجَازَ وجود أفعال الْجَوَارِح من الْفَاعِل منا بعد مَوته وَبعد عدم قدرته أن كَانَ حَيا لم يمت وَزعم أن الْمَيِّت وَالْعَاجِز يجوز أن يَكُونَا فاعلين لأفعال الْجَوَارِح بِالْقُدْرَةِ الَّتِي كَانَت مَوْجُودَة قبل الْمَوْت وَالْعجز,"His seventh heresy was that he differentiated between the acts of the heart and the acts of the organs (of the body), by saying that it is not possible for the acts of the heart to come from their author, if he has no power over them, or is dead. On the other hand, it is possible for the acts of the organs (of the body) to come from their author even after his death, or after the cessation of his power, in case he is living. He went on to say that the dead and the incapacitated can be the authors of the acts of the organs, through HI the power which existed before death or incapacitation."
وَزعم الجبائي وَابْنه أَبُو هِشَام أن أفعال الْقُلُوب في هَذَا الْبَاب كأفعال الْجَوَارِح في انه يَصح وجودهَا بعد فنَاء الْقُدْرَة عَلَيْهَا وَمَعَ وجود الْعَجز عَنْهَا وَقَول الجبائي وَابْنه في هَذَا الْبَاب شَرّ من قَول ابى الْهُذيْل غير أن ابا الْهُذيْل سبق إلى القَوْل بإجازة كَون الْمَيِّت وَالْعَاجِز فاعلين لأفعال الْجَوَارِح,"But al-Jubba’i and his son abu-Hashim claim that the acts of the heart are in this case like the acts of the organs (of the body), in that it is possible for them to occur when the author is incapacitated, and even after the power to produce the act has ceased. Thus the view of al-Jubbah and his son on this matter is worse than that of abu-al-Hudhail. Abu- al-Hudhail, however, was ahead of him in holding that it was possible for both the dead and the incapacitated to be authors of the acts of the organs."
ونسج الجبائي وَابْنه على منواله في هَذِه الْبِدْعَة وقاسا عَلَيْهِ إجَازَة كَون الْعَاجِز فَاعِلا لأفعال الْقُلُوب ومؤسس الْبِدْعَة عَلَيْهِ وزرها ووزر من عمل بهَا إلى يَوْم الْقِيَامَة من غير نُقْصَان يدْخل في وزن العاملين بهَا,"In this heresy, al-Jubba’i and his son followed abu-al-Hudhail’s example; they went further, however, and concluded that it was possible for an incapacitated man to be the author of the acts of the heart. The founder of a heresy, however, is responsible for its sinfulness, and the sinfulness of those who follow it, up till the day of judgment, with no decrease in the sinfulness of those who choose to follow it."
الفضيحة الثَّامِنَة من فضائحه إِنَّمَا لما وقف على اخْتِلَاف النَّاس في المعارف هَل هي ضَرُورِيَّة أم اكتسابية ترك قَول من زعم انها كلهَا ضَرُورِيَّة وَقَول من زعم أَنَّهَا كلهَا كسبية وَقَول من قَالَ أن الْمَعْلُوم مِنْهَا بالحواس والبداية ضَرُورِيَّة وَمَا علم مِنْهَا بالاستدلال اكتسابية وَاخْتَارَ لنَفسِهِ قولا خَارِجا عَن أَقْوَال السّلف فَقَالَ المعارف ضَرْبَان أَحدهمَا باضطرار وَهُوَ معرفَة الله عز وجل وَمَعْرِفَة الدَّلِيل الداعي إلى مَعْرفَته وَمَا بعْدهَا من الْعُلُوم الْوَاقِعَة عَن الْحَواس أَو الْقيَاس فَهُوَ علم اخْتِيَار واكتساب ثمَّ انه بنى على ذَلِك قَوْله في مهلة الْمعرفَة فَخَالف فِيهَا سَائِر الأمة,"His eighth heresy was as follows: When he discovered that men differed over the question as to whether knowledge is natural or acquired, he rejected both of these views, as well as the view that what is known through the senses and through intuition is natural knowledge, while what is known through induction is acquired knowledge. He then set up for himself a view that differed from all those of his predecessors, saying that knowledge is of two kinds, the one is compulsory knowledge, such as the knowledge of Allah, and knowledge of the evidence leading to a knowledge of him; the second is elective and acquired, such as knowledge of an event gained through the sense, or through syllogisms. From this he drew his view of the belated character of knowledge, in which he differed from the rest of the believers."
فَقَالَ في الطِّفْل انه لَا يلْزمه في الْحَال الثَّانِيَة من حَال مَعْرفَته بِنَفسِهِ أن يأتي بِجَمِيعِ معارف التَّوْحِيد وَالْعدْل بِلَا فصل وَكَذَلِكَ عَلَيْهِ أن يأتى مَعَ مَعْرفَته بتوحيد الله سُبْحَانَهُ وعدله بِمَعْرِِفَة جَمِيع مَا كلفه الله تَعَالَى بِفِعْلِهِ حَتَّى أن لم يَأْتِ بذلك كُله في الْحَال الثَّانِيَة من مَعْرفَته بِنَفسِهِ وَمَات في الْحَال الثَّالِثَة مَاتَ كَافِرًا وعدوا لله تَعَالَى مُسْتَحقّا للخلود في النَّار,"According to this view, he said that the child in the second stage of his knowledge of himself does not have to bring all his knowledge of unity and justice together without a break, but he must bring with the knowledge of the unity and justice of Allah the knowledge of all that Allah has commanded him to do. The result is that if he does not fulfil the requirement of this second stage of his knowledge of himself, and happens to die in the third stage, he dies an infidel and an enemy to Allah, worthy of eternal fire."
واما مَعْرفَته بِمَا لَا يعرف الا بِالسَّمْعِ من جِهَة الاخبار فَعَلَيهِ أن يأتي بِمَعْرِِفَة ذَلِك في الْحَال الثَّانِيَة من سَمَاعه للْخَبَر الذي يكون حجَّة قَاطِعَة للْعُذْر وَكَانَ بشر بن الْمُعْتَمِر يَقُول عَلَيْهِ أن يأتي بالمعارف الْعَقْلِيَّة في الْحَال الثَّالِثَة مَعَ مَعْرفَته بِنَفسِهِ لأن الْحَال الثَّانِيَة حَال نظر وفكر فان لم يَأْتِ بهَا في الْحَال الثَّالِثَة وَمَات في الْحَال الرَّابِعَة كَانَ عدوا لله تَعَالَى مُسْتَحقّا للخلود في النَّار,"As to the knowledge with regard to information which can be known only through hearing, such knowledge should be attained by the child in the second stage of hearing, which constitutes a good excuse for him. Bishr ibn-Mu'tamar, however, said that it was in the third stage that the child must show his mental knowledge, when in the third stage of his knowledge of himself, because the second stage is a stage of speculation and of thought, so that if he does not fulfil this in the third stage, and happens to die in the fourth stage, he will then be an enemy of Allah, worthy of eternal fire."
فهذان القدريان اللَّذَان أنكرا على الأزارقة قَوْلهمَا بَان اطفال مخالفيهم في النَّار وعَلى من زعم أن أَطْفَال الْمُشْركين في النَّار قد زعما أن أطفال الْمُؤمنِينَ إذا مَاتُوا في الْحَال الثَّالِثَة اَوْ الرَّابِعَة من معرفتهم بِأَنْفسِهِم قبل إتيانهم بالمعارف الْعَقْلِيَّة كفرة مخلدون في النَّار من غير كفر اعتقدوه,"Thus there are a few fatalists (Kadarites) who denied the view of the Azarikah that the children of their opponents were condemned to hell, and denied also the view of those who held that the children of unbelievers are condemned to hell; these same men claimed that the children of believers who died in the third or fourth stage of their knowledge of themselves, were condemned to eternal fire, although they had committed no unblief."
الفضيحة التَّاسِعَة من فضائحه انه أجَاز حَرَكَة الْجِسْم الْكثير الاجزاء بحركة تحل في بعض اجزائه وَلم يخبر مثل هَذَا في اللَّوْن وَقَالَ سَائِر الْمُتَكَلِّمين أن الْجُزْء الذي قَامَت بِهِ الْحَرَكَة هُوَ المتحرك بهَا دون غَيره من اجزاء الْجُمْلَة كَمَا أن الْجُزْء الذي يقوم بِهِ السوَاد هُوَ الاسود بِهِ دون غَيره من أجزاء الْجُمْلَة وان تحركت الْجُمْلَة كَانَ في كل جُزْء مِنْهَا حَرَكَة كَمَا لَو اسودت الْجُمْلَة كَانَ في كل جُزْء مِنْهَا سَواد,"His ninth heresy lay in the fact that he contended that it is possible for a body having parts to have its motion confined to certain of its parts. In the case of color, he held that this was not possible. The rest of the philosophers said that it is only the part in which motion arises that is the thing moving, and that the motion does not apply to the combination of all parts, just as the part which is black, is the black part; blackness not extending to the combination of all the parts. If, however, the combination of all the parts moves, there is motion in every part, just as if the whole is black, every part is black."
الفضيحة الْعَاشِرَة من فضائحه قَوْله بَان الْجُزْء الذي لَا يتَجَزَّأ لَا يَصح قيام اللَّوْن بِهِ إذا كَانَ مُنْفَردا وَلَا تصح رُؤْيَته إذا لم يكن فِيهِ لون وَهَذَا يُوجب عَلَيْهِ أن الله تَعَالَى لَو خلق جُزْءا مُنْفَردا لم يكن رائيا لَهُ وَالْحَمْد لله الذي أنقذ أهل السّنة من الْبدع الَّتِي حليناها في هَذَا الْبَاب من أَبى الْهُذيْل,"His tenth heresy is his view that the part of a body which cannot be divided, cannot have a color of itself, when it is alone, nor can it be seen when there is no color in it. This forces the conclusion that if Allah created the part by itself, he could not see it. Praise be to Allah who has preserved the Sunnites from the heresies which we have given in this chapter on abu-al-Hudhail."
ذكر النظامية مِنْهُم هَؤُلَاءِ اتِّبَاع أَبى اسحق ابراهيم بن سيار الْمَعْرُوف بالنظام والمعتزلة يموهون على الاغمار بديته يوهمون انه كَانَ نظاما للْكَلَام المنثور وَالشعر الْمَوْزُون وانما كَانَ ينظم الخرز فِي سوق الْبَصْرَة ولأجل ذَلِك قيل لَهُ النظام وَكَانَ في زمَان شبابه قد عَاشر قوما من الثنوية وقوما من السمتية الْقَائِلين بتكافؤ الأدلة,"Concerning the Nazzamiyah. These are the followers of abu-Ishak Ibrahim ibn-Saiyar, called al-Nazzam. The Mu'tazilah try to deceive the common people when they assert that he was called al-Nazzam because he composed prose and well-measured poetry. As a matter of fact, he composed only beads in the market of al-Basrah, and it was because of this that he was called al-Nazzam. During his youth he mingled with the sect of the Dualists and the Sophists (Sumaniyah), who assert that all proofs are equal."
وخالط بعد كبره قوما من ملحدة الفلاسفة ثمَّ خالط هِشَام بن الحكم الرافضي فاخذ عَن هِشَام وَعَن ملحدة الفلاسفة قَوْله بإبطال الْجُزْء الذي لَا يتَجَزَّأ ثمَّ بنى عَلَيْهِ قَوْله بالطفرة الَّتِي لم يسْبق اليها وهم اُحْدُ قبله واخذ من الثنوية قَوْله بَان فَاعل الْعدْل لَا يقدر على فعل الْجور وَالْكذب,"He later fell in with the heretic philosophers, after which he associated with Hisham ibn-al-Hakam al-Rafidi. From Hisham and the heretic philosophers he took the view on the non-existence of the atom that is indivisible. From this he drew his view of the leap which no one before had thought of. From the dualists he took his view that he who performs justice can neither oppress nor lie."
وأخذ من هِشَام بن الحكم أيضا قَوْله بَأن الألوان والطعوم والروائح والأصوات أجسام وَبنى على هَذِه الْبِدْعَة قَوْله بتداخل الأجسام في حيّز وَاحِد ودلين مَذَاهِب الثنوية وبدع الفلاسفة وَشبه الملحدة في دين الإسلام وأعجب بقول البراهمة بإبطال النبوات وَلم يَجْسُر على اظهار هَذَا القَوْل خوفًا من السَّيْف,"He further took from Hisham ibn-al-Hakam that colors, taste, smell and sound are bodies. It was from this heresy that he drew the conclusion that bodies penetrate each other in the same space. He agreed, moreover, with the dualists, with the innovators among philosophers, and with the quasiheathen in Islam. He also admired the view of the Brahmans who disbelieved in prophecies. He did not, however, venture to profess this view, fearing the sword."
فأنكر إعجاز الْقرَان في نظمه وأنكر مَا روى في معجزات نَبينَا صلى الله عليه وسلم من انْشِقَاق الْقَمَر وتسبيح الْحَصَا في يَده ونبوع المَاء من بَين اصابعه ليتوصل بإنكار معجزات نَبينَا عليه السلام إلى إنكار نبوته ثمَّ إنه استثقل احكام شَرِيعَة الإسلام في فروعها وَلم يَجْسُر على إظهار رَفعهَا فأبطل الطّرق الدَّالَّة عَلَيْهَا,"Furthermore, he denied the miraculous nature of the Koran as regards its composition, and he also denied the miracles which are reported of our Prophet—for example, “the splitting of the moon; that stones in his hand had praised Allah; that water had sprung forth between his fingers”—so that denying the miracles of our Prophet he almost came to deny his prophecy. Moreover, he found the fulfilment of the regulations of Islamic law unbearable. He did not, however, dare to profess its abolition, although he denied evidences leading to it."
فأنكر لأجل ذَلِك حجَّة الاجماع وَحجَّة الْقيَاس في الْفُرُوع الشَّرْعِيَّة وأنكر الْحجَّة من الاخبار الَّتِي لَا توجب وَالْعلم الضروري ثمَّ انه علم إجماع الصَّحَابَة على الاجتهاد في الْفُرُوع الشَّرْعِيَّة فَذكرهمْ بِمَا يَقْرَؤُهُ غَدا من صحيفَة مخازيه,"It was on this ground that he denied ""the evidence of the agreement of the community and the evidence of analogy,"" in developing the derivative institutes of the law. He also rejected proof drawn from witnesses whose evidence is not accepted, as well as the claim that knowledge is natural. He himself taught that the Companions had agreed in developing these institutes, and he reminded the people of what he had read in the pages written by his opponents."
وَطعن في فَتَاوَى اعلام الصَّحَابَة رضى الله عَنْهُم وَجَمِيع فرق الإمامة من فريقي الرأي والْحَدِيث مَعَ الْخَوَارِج والشيعة والنجارية واكثر الْمُعْتَزلَة متفقون على تَكْفِير النظام وانما تبعه في ضلالته شرذمة من الْقَدَرِيَّة كالاسواري وَابْن حايط وَفضل الحدثي والجاحظ مَعَ مُخَالفَة كل وَاحِد مِنْهُم لَهُ في بعض ضلالاته وَزِيَادَة بَعضهم عَلَيْهِ فِيهَا واعجاب هَؤُلَاءِ النَّفر الْيَسِير بِهِ كإعجاب الْجعل بدحروجته,"He criticized the juridical decisions of the Companions, however, and of all of the sects of Islam, which had split over doctrine or tradition, including the Khawarij and the Shihtes and the Najjariyah. Most of the Mu'tazilah united in condemning al-Nazzam. Of the Kadariyah, only a few followed him in his errors, e.g. al-Aswari and ibn-Hayit, Fadl al-Hadathi and al-Jahiz; each one of them differing with him on some of his errors, and adding to others. The admiration of this minority which followed him was like the admiration of the scarab beetle when rolling its ball (of dung)."
وَقد قَالَ بتكفيره اكثر شُيُوخ الْمُعْتَزلَة مِنْهُم أَبُو الْهُذيْل فانه قَالَ بتكفيره في كِتَابه الْمَعْرُوف بِالرَّدِّ على النظام وفى كِتَابه عَلَيْهِ في الأعراض والإنسان والجزء الذي لَا يتَجَزَّأ وَمِنْهُم الجبائي كفر النظام في قَوْله أن المتولدات من أفعال الله بِإِيجَاب الْخلقَة والجبائي في هَذَا الْبَاب هُوَ الْكَافِر دون غَيره غير انا أردنَا أن نذْكر تَكْفِير شُيُوخ الْمُعْتَزلَة بَعْضهَا بَعْضًا وكفره الجبائي في إحالته قدرَة الله تَعَالَى على الظُّلم وكفره في قَوْله بالطبائع وَله في ذَلِك كتاب عَلَيْهِ وعَلى معمر في الطبائع,"Most of the sheikhs of the Mu'tazilah agreed that he was a heretic, including abu-al-Hudhail, who called him a heretic in his book entitled An Answer to al- Nazzam, also in his book directed against him on Accidents, Man and Indivisible Atoms. The view for which al-Jubba I condemned him, was the one which held that the deeds of Allah are brought forth by the affirmation of (their) crea¬tion. In this case it is al-Jubba’i who is the heretic, and no one else. We would like to mention a few of some of the heresies of the Mu‘tazilah."
,"Al-Jubba’i also condemned al-Nazzam for rejecting that Allah could be tyrannical, as well as for his view about the four humours of the body. It was on this last subject that he wrote a book against him and against Mu'ammar."
وَمِنْهُم الإسكافي لَهُ كتاب على النظام كفره فِيهِ في اكثر مذاهبه وَمِنْهُم جَعْفَر بن حَرْب صنف كتابا في تَكْفِير النظام بإبطاله الْجُزْء الذي لَا يتَجَزَّأ واما كتب أهل السّنة وَالْجَمَاعَة في تكفيره فَالله يحصيها ولشيخنا ابى الْحسن الاشعري رحمه الله في تَكْفِير النظام ثَلَاثَة كتب وللقلانسي عَلَيْهِ كتب ورسائل,"Among the Mu‘tazilah there was also al-Iskafi who wrote a book against al-Nazzam in which he condemned him for most of his doctrines. JaTar ibn-Harb also wrote a book concerning al-Nazzam’s heresy in that he denied the indivisible atom. As to the books written in condemnation of him by the Sunnites and the orthodox, Allah alone can count them. Our sheikh abu-l-Hasan al-Ash‘ari wrote three books on the heresies of al-Nazzam. Al-Kalanisi also wrote books and dissertations against him."
وللقاضي أبى بكر مُحَمَّد بن أَبى الطّيب الأشعري رحمه الله كتاب كَبِير في بعض اصول النظام وَقد أَشَارَ إلى ضلالاته في كتاب إكفار المتأولين وَنحن نذْكر في هَذَا الْكتاب مَا هُوَ الْمَشْهُور من فضائح النظام,The Kadi abu-Bakr Muhammad ibn-abi-al-Taiyib al-Ash‘ari wrote a big book on some of the fundamental doctrines of al-Nazzam. He has pointed out his errors in the book on the heresies of the expositors. In this book of ours we shall mention the most famous of al-Nazzam’s heresies.
فأولها قَوْله بَأن الله عز وجل لَا يقدر أن يفعل بعباده خلاف مَا فِيهِ صَلَاحهمْ وَلَا يقدر على أن ينقص من نعيم أهل الْجنَّة ذرة لأن نعيمهم صَلَاح لَهُم وَالنُّقْصَان مِمَّا فِيهِ الصّلاح ظلم عِنْده وَلَا يقدر أن يزِيد في عَذَاب أهل النَّار ذرة وَلَا على أن ينقص من عَذَابهمْ شَيْئا وَزعم أيضا أن الله تَعَالَى لَا يقدر على أن يخرج أحدا من أهل الْجنَّة عَنْهَا وَلَا يقدر على أن يلقي في النَّار من لَيْسَ من أهل النَّار,"First of all we will take up his theory that Allah has not 116 the power to do to his worshippers that which is not to their good. Nor does he consider Allah capable of taking away a jot from the enjoyment of the people of paradise, because their enjoyment is their just share, and the lessening of this share would therefore be injustice. Nor can Allah increase the torment of those in hell a jot, nor take a jot away from it. He also claims that Allah has not the power to remove anyone from paradise, or to throw into hell anyone who does not belong to the people of hell."
وَقَالَ لَو وقف طِفْل على شَفير جَهَنَّم لم يكن الله قَادِرًا على القائه فِيهَا وَقدر الطِّفْل على القاء نَفسه فِيهَا وقدرت الزَّبَانِيَة أيضا على القائه فِيهَا ثمَّ زَاد على هَذَا بَأن قَالَ إن الله تَعَالَى لَا يقدر على أن يعمى بَصيرًا اَوْ يزمن صَحِيحا اَوْ يفقر غَنِيا إذا علم أن الْبَصَر وَالصِّحَّة والغنى أصلح لَهُم وَكَذَلِكَ لَا يقدر على أن يغنى فَقِيرا أَوْ يصحح زَمنا إذا علم أن الْمَرَض والزمانة والفقر أصلح لَهُم,"According to this view, he said that if a child stood at the edge of hell, Allah would have no power to throw him in, but the child could throw himself in, and the Zabaniyah can throw him in. To this he added that Allah could not blind a person who has sight, nor give a disease to a healthy one, nor impoverish a rich person, if he knows that sight and health and wealth are for their good. In the same way he cannot enrich a poor person, nor heal a sick one, if he knows that disease and sickness and poverty are for their good."
ثمَّ زَاد على هَذَا أن قَالَ انه لَا يقدر على أن يخلق حَيَّة اَوْ عقربا اَوْ جسما يعلم أن خلق غَيره اصلح من خلقه وَقد أكفرته البصرية من الْمُعْتَزلَة في هَذَا القَوْل وَقَالُوا أن الْقَادِر على الْعدْل يجب أن يكون قَادِرًا على الظُّلم والقادر على الصدْق يجب أن يكون قَادِرًا على الْكَذِب وان لم يفعل الظُّلم وَالْكذب لقبحهما اَوْ غناهُ عَنْهُمَا وَعلم بغناه عَنْهُمَا لأن الْقُدْرَة على الشَّيْء يجب أن يكون قدرَة على صده,"To this he then added the view that Allah could not create a snake or a scorpion, or a body of any kind, if he knows that the creation of something else would be better than their creation. The Basriyah among the Mu‘tazilah condemned this view and said that he who has power over justice must have power over injustice, and he who has power over truth must have power over falsehood, though he may not commit oppression, nor lie, because of the hideous nature of these acts or because he realizes his ability to do without them, because ability to do a thing necessitates also the ability to do the opposite."
فإذا قَالَ النظام أن الله تَعَالَى لَا يقدر على الظُّلم وَالْكذب لزمَه أن لَا يكون قَادِرًا على الصدْق وَالْعدْل وَالْقَوْل بأنه لَا يقدر على الْعدْل كفر فَمَا يُؤدي إليه مثله وَقَالُوا أيضا لَا فرق بَين قَول النظام إِنَّه يكون من الله تَعَالَى مَالا يقدر على صده وَلَا على تَركه وَبَين قَول من زعم أنه مطبوع على فعل لَا يَصح مِنْهُ خِلَافه وَهَذَا كفر فَمَا يُؤدي إليه مثله,"Now, if al-Nazzam held that Allah had no power over injustice and falsehood, he would be forced to say that he had no power over truth and justice either. Such a view as the latter is heresy, bringing in its train other heresies as bad. They also say that there is no difference between al-Nazzam’s view that Allah had no power to hinder nor to cause to act, and the view claiming that he is forced to perform deeds without his own choice. This also is a heresy, bringing in its train other heresies as bad."
وَمن عجائب النظام في هَذِه الْمَسْأَلَة أنه صنف كتابا على الثنوية وتعجب فِيهِ من قَول المانوية بَأن النُّور يَأْمر اشكاله الْمُخْتَلفَة بالظلمة يفعل الْخَيْر وَهِي مِمَّا لَا تقدر على الشَّرّ وَلَا يَصح مِنْهَا فعل الشرور وتعجب من ذمّ الثنوية الظلمَة على فعل الشَّرّ مَعَ قَوْلهَا بَأن الظلمَة لَا تَسْتَطِيع فعل الْخَيْر وَلَا تقدر إلا على الشَّرّ,"One of the remarkable acts of al-Nazzam in this connection is that he wrote a book on Dualism and in it expressed his surprise at the view of the Manicheans, that light orders its different kinds which are to be found in darkness to do good, although darkness can do only evil and can predicate naught but evil deeds. Al-Nazzam expressed his surprise that the Dualists blame darkness for doing evil when they claim that it has no power to do good, but can do evil only."
فَيُقَال لَهُ إذا كَانَ الله عنْدك مشكورا على فعل الْعدْل والصدق وَهُوَ غير قَادر على فعل الظُّلم وَالْكذب فَمَا وَجه إنكارك على الثنوية ذمّ الظُّلم على الشَّرّ وهى عِنْدهم لَا تعذر على خلاف ذَلِك,"One might say to him, “If, according to you, Allah is to be praised for performing justice and truth, and has not the power to perform injustice and falsehood, why then do you deny the view of the Dualists in blaming darkness for doing evil, even though it can do nothing else?”"
الفضيحة الثَّانِيَة من فضائحه قَوْله أن الانسان هُوَ الرّوح وَهُوَ جسم لطيف فداخل لهَذَا الْجِسْم الكثيف مَعَ قَوْله بَان الرّوح هي الْحَيَاة المشابكة لهَذَا الْجَسَد وَقد زعم انه في الْجَسَد على سَبِيل المداخلة وانه جَوْهَر وَاحِد غير مُخْتَلف وَلَا متضاد وفى قَوْله هَذَا فضائح لَهُ مِنْهَا أن الانسان على هَذَا القَوْل لَا يرى على الْحَقِيقَة وانما يرى الْجَسَد الذي فِيهِ الانسان وَمِنْهَا انه يُوجب أن الصَّحَابَة مَا رَأَوْا رَسُول الله صلى الله عَلَيْهِ وَسلم وإنما رَأَوْا قالبا فِيهِ الرَّسُول,"His second heresy was his view that man is a soul, which, in the form of a rarified body enters the compact body. This was in addition to his other view that this soul is life in union with the body. He claimed further that in the body it became a compact union, and therefore one substance without difference or opposition. From this view results the heresy that it is not man who can be seen, but the body in which he is. This would force the conclusion that the Companions did not see the Prophet of Allah, but saw only the mould in which the Prophet was."
وَمِنْهَا يُوجب أن لَا يكون اُحْدُ قد رأى اباه وامه وانما رأى قالبيهما وَمِنْهَا انه إذا قَالَ في الانسان انه لَيْسَ هُوَ الْجَسَد الظَّاهِر وانما هُوَ روح مدَاخِل للجسد لزمَه أن يَقُول في الجماد أيضا انه لَيْسَ هُوَ جسده وانما هُوَ روح في جسده وَهُوَ الْحَيَاة المشابكة للجسد وَكَذَلِكَ القَوْل في الْفرس وَسَائِر الْبَهَائِم وَجَمِيع الطُّيُور والحشرات واصناف الْحَيَوَانَات وَكَذَلِكَ القَوْل في الْمَلَائِكَة وَالْجِنّ والانس وَالشَّيَاطِين,"According to this no one sees his father and his mother, but only their moulds. Furthermore, if he says of man that he is not an external body, but only a soul within a body, he must then say the same of the ass, that he too is not his body and is only a soul in his body, and that he is the life in union with the body. This would be true also of the horse and the rest of the four-footed animals, and all the birds and reptiles and the rest of animal kind. It would apply also to angels and jinn, man and devils."
وَهَذَا يُوجب أن احدا مَا رأى حمارا وَلَا فرسا وَلَا طيرا وَلَا نوعا من الْحَيَوَان وَيُوجب أيضا أن لَا يكون النبي رأى ملكا وَيُوجب أن الْمَلَائِكَة لَا يرى بَعضهم بَعْضًا وانما رأى الراؤون قوالب هَذِه الاشياء الَّتِي ذَكرنَاهَا وَمِنْهَا انه إذا قَالَ أن الرّوح الَّتِي فِي الْجَسَد هي الانسان وهى الفاعلة دون الْجَسَد الذي هُوَ قالبه لزمَه أن يَقُول أن الرّوح هي الزَّانِيَة والسارقة والقاتلة,"It would, therefore, follow that no one ever sees an ass or a horse or a bird, or any kind of animal. Furthermore, the Prophet did not see an angel, nor do the angels see each other. In fact, anyone looking must see only the moulds of the things which we have enumerated. Still further, when he says that the soul in the body is the man, and that it is the doer rather than the body which is its mould, he must then conclude that it is the soul which is the adulterer or the thief or the murderer."
فإذا جلد الْجَسَد وَقطعت يَده صَار الْمَقْطُوع غير السَّارِق والمجلود غير الزاني وفى هَذَا غنى وَيَقُول الله عز وجل {الزَّانِيَة وَالزَّانِي فاجلدوا كل وَاحِد مِنْهُمَا مائَة جلدَة} وَقَوله {وَالسَّارِق والسارقة فَاقْطَعُوا أَيْدِيهِمَا} وَكَفاهُ بعناد الْقُرْآن خزيا,"Accordingly, if the body is lashed, or the hand cut off, the amputated member is not after all the real thief, nor the body lashed the real adulterer . . . this is sufficient; for Allah has said: ‘‘ The whore and the whore-monger . . . scourge each one of them with an hundred stripes ""(Surah 24, v. 2). And he has also said: “As to the thief, whether man or woman, cut ye off their hands in recompense for their doings""(Surah 5, v. 42). This is sufficient proof from the Koran of his error."
